VAA20

Projekt-ID	729893
URL der Umfrage	https://ww2.unipark.de/uc/mauve_Heinrich-Heine-Universit__/dec0/
Datum	09.12.2020 10:46:21

1 Seite: System (PGID 4650162)


3 Seite: Politisches Interesse 1 (PGID 4822338)

Wie sehr stimmen Sie folgenden Aussagen zu? (q_8841496 - Typ 311)
	260	Nomi
	261	NextBook
	262	OnePlus
	263	Ouki
	264	Pioneer
	265	Ployer
	266	Point of View
	267	Pomp
	268	Positivo
	269	ProScan
	270	PULID
	271	QMobile
	272	Overmax
	273	RCA Tablets
	274	Readboy
	275	Rikomagic
	276	Roku
	277	Sencor
	278	Skyworth
	279	Smartfren
	280	Star
	281	Stonex
	282	SunVan
	283	ThL
	284	Tesco
	285	Telenor
	286	Trevi
	287	Turbo-X
	288	Unowhy
	289	Uniscope
	290	Vastking
	291	Vivo
	292	Voto
	293	Vodafone
	294	Vizio
	295	Walton
	296	Wexler
	297	Xolo
	298	Yarvik
	299	Yusun
	300	Ytone
	301	Zeemi
	302	Bravis
	303	Explay
	304	Kiano
	305	Modecom
	306	Pentagram
	307	TB Touch
participant_model	-	Geräte-Model
	-99	Unknown
	1	StarTrail
	2	StarTrail 2
	3	StarTrail 3
	4	StarTrail 4
	5	StarShine
	6	StarShine 2
	7	Staraddict
	8	Staraddict 2
	9	Staraddict 2 Plus
	10	Staraddict 3
	11	StarText
	12	StarText 2
	13	StarNaute
	14	StarNaute 2
	15	$1
	16	Droid Incredible
	17	ThunderBolt
	18	Droid Incredible 3
	19	Excalibur
	20	Vox
	21	HD2
	22	$1 (Sprint)
	23	N$1
	24	N800
	25	Touchpad $1
	26	BlackBerry $1
	27	BlackBerry Playbook
	28	BlackBerry
	29	$1 $2
	30	Treo $1
	31	Tungsten
	32	Slate $1
	33	TouchPad
	34	iPAQ $1
	35	Veer
	36	Apple TV
	37	iPad
	38	iPod Touch
	39	iPhone
	40	iPhone 3G
	41	iPhone 3GS
	42	iPhone 4
	43	iPhone 4S
	44	iPhone 5
	45	iPhone 5c
	46	iPhone 5s
	47	iPhone 6 Plus
	48	iPhone 6
	49	iPhone $1
	50	Iconia A
	51	Iconia A1
	52	Iconia A3
	53	Iconia B1
	54	Acer Liquid E1
	55	Iconia Tab A$1
	56	One Touch $1
	57	One Touch$1
	58	5
	59	Eee Pad MeMO 171
	60	MeMO Pad FHD 10
	61	MeMO Pad FHD 10 LTE
	62	MeMO Pad Smart 10
	63	Fonepad
	64	MeMO Pad HD 7
	65	MeMO Pad 8
	66	MeMO Pad HD 7 Dual SIM
	67	Fonepad 7
	68	Fonepad 7 Dual SIM
	69	MeMO Pad 10
	70	Fonepad Note 6
	71	Transformer Pad TF701T
	72	Eee Pad Slider SL101
	73	ZenFone 4
	74	Transformer $1
	75	CDM-$1
	76	PAD
	77	Nook $1
	78	Vivo $1
	79	Nova
	80	Tab $1
	81	ReadMan $1
	82	DSlide $1
	83	txt
	84	txt pro
	85	Xperia X10 mini
	86	Xperia X8
	87	Xperia arc
	88	Xperia arc S
	89	Xperia X10
	90	K$1
	91	R380
	92	eZee'Tab$1
	93	EZ$1
	94	Gigaset QV$1
	95	Glass
	96	Galaxy Nexus
	97	GoogleTV
	98	G$1
	99	Ideos$1
	100	Vodafone $1
	101	INNO$1
	102	Rise
	103	Hydro
	104	Hydro EDGE
	105	Hydro XTRM
	106	Hydro ELITE
	107	KZ $1
	108	Iris $1
	109	IdeaTab $1
	110	Tablet Ultra 3 XL
	111	TabTab
	112	Tablet Master 3
	113	Tablet Kids
	114	Tablet Junior
	115	Tablet Junior Power Touch
	116	Tablet Junior 2
	117	Tablet One
	118	Tablet Master
	119	Tablet Master 2
	120	Tablet Ultra
	121	Tablet Ultra 2
	122	Power Tablet
	123	Tablet Advanced
	124	Tablet Advanced 2
	125	Tablet XL
	126	Barbie Tablet
	127	Tablet Disney Cars HD
	128	Furby Tablet
	129	Tablet Disney Princesse HD
	130	LapTab
	131	LapTab 2
	132	NetCast
	133	Kin $1
	134	Viva 5660s
	135	Tango 830
	136	Expose $1
	137	Tuxedo 990
	138	Lifetab $1
	139	SlidePad $1
	140	V360
	141	Spice
	142	Motosmart ME
	143	Fire
	144	Defy Mini
	145	Motosmart
	146	Quench
	147	Fire XT
	148	Defy
	149	Defy XT
	150	Admiral
	151	Droid Pro
	152	Motoluxe
	153	Primus
	154	IronRock
	155	Atrix
	156	Motoluxe Dual-SIM
	157	Atrix TV
	158	Milestone
	159	Glam
	160	Milestone 3
	161	Electrify 2
	162	Moto XT882
	163	Droid RAZR V
	164	Droid RAZR i
	165	Droid 4
	166	Photon Q
	167	Electrify M
	168	Droid RAZR M
	169	Droid RAZR
	170	Droid RAZR D1
	171	Droid RAZR D3
	172	Droid RAZR HD
	173	Moto E
	174	Droid Mini
	175	Moto G
	176	Moto X
	177	Droid Ultra
	178	RAZR $1
	179	RIZR $1
	180	DROID $1
	181	MyPad $1
	182	MID
	183	SPV $1
	184	Viera Cast
	185	Fisio $1
	186	GALAXY Tab
	187	GALAXY Tab 2 7"
	188	GALAXY Tab 2 7" WiFi
	189	GALAXY Tab 2 10.1"
	190	GALAXY Tab 2 10.1" WiFi
	191	GALAXY Tab 3 10.1"
	192	GALAXY Tab 3 10.1" WiFi
	193	GALAXY Tab 3 10.1" LTE
	194	GALAXY Tab 7" Plus
	195	GALAXY Tab 7" Plus N
	196	GALAXY Tab 7.7"
	197	GALAXY Tab 10.1v
	198	GALAXY Tab 10.1" P7500
	199	GALAXY Note 3 Duos
	200	GALAXY Note 3
	201	GALAXY Note 10.1" 2014 Edition WiFi
	202	GALAXY Note 10.1" 2014 Edition
	203	GALAXY Note 10.1" 2014 Edition LTE
	204	GALAXY NotePRO 12.2" WiFi
	205	GALAXY NotePRO 12.2" LTE
	206	GALAXY Tab 3 7.0" Lite WiFi
	207	GALAXY Tab 3 7.0" Lite
	208	GALAXY Tab 3 7.0" Kids
	209	GALAXY Tab 3 7.0" WiFi
	210	GALAXY Tab 3 7.0"
	211	GALAXY Tab 4 7.0" WiFi
	212	GALAXY Tab 3 8.0" WiFi
	213	GALAXY Tab 3 8.0"
	214	GALAXY Tab 3 8.0" LTE
	215	GALAXY TabPRO 10.1" WiFi
	216	GALAXY TabPRO 8.4" WiFi
	217	GALAXY TabPRO 8.4" LTE
	218	GALAXY TabPRO 10.1" LTE
	219	GALAXY Tab 4 10.1" WiFi
	220	GALAXY TabPRO 12.2" WiFi
	221	GALAXY S4 zoom
	222	GALAXY K zoom
	223	GALAXY CORE Plus
	224	GALAXY CORE LTE
	225	GALAXY EXPRESS II
	226	GALAXY S5 Dual-SIM
	227	GALAXY S5
	228	GALAXY S II
	229	GALAXY S4
	230	SCH-$1
	231	Smart TV
	232	GALAXY $1
	233	Star Q
	234	Katana Eclipse X
	235	Incognito
	236	Innuendo
	237	Quechua Phone 5
	238	Aquos Phone Zeta
	239	Aquos Phone SH-06D
	240	Sharp Aquos Pad
	241	Aquos Net Plus
	242	Xperia E
	243	Xperia E Dual
	244	Xperia M
	245	Xperia M Dual
	246	Xperia L
	247	Xperia C
	248	Xperia SP
	249	Xperia ZR
	250	Xperia ZL
	251	Xperia Z
	252	Xperia Z Ultra
	253	Xperia Z1
	254	Xperia E1
	255	Xperia E1 Dual
	256	Xperia E3
	257	Xperia E3 Dual
	258	Xperia M2 Dual
	259	Xperia M2
	260	Xperia T2 Ultra
	261	Xperia T2 Ultra Dual
	262	Xperia Z1 Compact
	263	Xperia Z2
	264	Xperia Tablet Z
	265	Xperia Tablet Z2
	266	Xperia Tablet Z3 Compact
	267	Xperia Tablet S
	268	Xperia $1
	269	Kindle Fire HD
	270	Kindle Fire HD 8.9" WiFi
	271	Kindle Fire HD 8.9" 4G
	272	Kindle Fire HD 7" WiFi
	273	Kindle Fire HDX 7" WiFi
	274	Kindle Fire HDX 7" 4G
	275	Kindle Fire HDX 8.9" WiFi
	276	Kindle Fire HDX 8.9" 4G
	277	Kindle Fire
	278	Kindle
	279	Tolino Tab $1
	280	Nuclear SX-SP5
	281	ViewPad $1
	282	Cink$1
	283	Cink $1
	284	Iggy$1
	285	Iggy $1
	286	Stairway
	287	Highway
	288	Rainbow
	289	Darkside
	290	Darkmoon
	291	Darkfull
	292	Darknight
	293	Sublim
	294	Ozzy
	295	Barry
	296	miSmart $1
	297	miTab $1
	298	N101
	299	Flylife $1
	300	MTS Blaze 4
	301	Z331
	302	StarXtrem
	303	StarTab
	304	iPad 2
	305	iPad Mini
	306	iPad 3rd generation
	307	iPad 4th Gen
	308	iPad Air
	309	iPad Mini Retina
	310	Liquid E1
	311	Liquid S1
	312	Liquid S2
	313	MeMO Pad
	314	Transformer Pad TF300T
	315	iNote $1
	316	Trooper X$1.$2
	317	Coast
	318	Find 7a
	319	YPY S450
	320	Imagio
	321	Evo 3G
	322	Evo 4G
	323	One X
	324	One X+
	325	P715a
	326	Flyer
	327	Flyer $1
	328	One max
	329	N900
	330	Slate 6 VoiceTab
	331	Compaq $1
	332	iPhone 5C
	333	iPhone 5S
	334	iPhone 6s
	335	iPhone 6s Plus
	336	iPhone SE
	337	iPad 3
	338	iPad 4
	339	iPad Mini 2
	340	iPad Mini 3
	341	iPad Air 2
	342	iPad Pro 9.7
	343	iPad Pro 12.9
	344	A501 Bright
	345	DA220HQL
	346	DA241HL
	347	Iconia One 10
	348	Liquid E700
	349	Liquid E2
	350	Liquid Z$1
	351	Liquid Z4
	352	One Touch Pop 3
	353	One Touch Pop 3 Dual SIM
	354	One Touch Pop 4
	355	One Touch Idol 2 mini
	356	One Touch Idol 2S
	357	One Touch Idol 3
	358	One Touch Pixi 7
	359	One Touch Pixi 8
	360	One Touch POP 8
	361	One Touch POP 7
	362	A862W
	363	Numy $1
	364	Novo $1 $2
	365	ATAB-$1
	366	M901
	367	7c G2
	368	7 G2
	369	7 G3
	370	7b G3
	371	7c G3
	372	Childpad
	373	7d G3
	374	7f G3
	375	7h G3
	376	8
	377	8 G2
	378	8 G3
	379	8b G3
	380	8c G3
	381	9i G2
	382	9 G2
	383	9 G3
	384	10 G2
	385	10
	386	10b G2
	387	10b G3
	388	10c G3
	389	10d G3
	390	90 G3
	391	90 G4
	392	97 G4
	393	101 G4
	394	Garminfone $1
	395	MeMO Pad 7
	396	MeMO Pad 10 ME103K
	397	MeMO Pad 8.9
	398	Transformer Pad TF103C
	399	Transformer Pad TF103CG
	400	Transformer Pad TF303K
	401	Fonepad 8
	402	ZenFone C
	403	ZenFone 2
	404	ZenFone 2 Laser
	405	ZenFone 5
	406	ZenFone 5 LTE
	407	ZenFone 5 Lite
	408	ZenFone 6
	409	ZenFone Max
	410	ZenFone Go Plus
	411	ZenFone Go
	412	ZenFone Selfie
	413	CENTURION $1
	414	GLADIATOR $1
	415	GLORY $1
	416	LUXURY $1
	417	SENSUELLE $1
	418	VICTORY $1
	419	SURFING TAB $1
	420	Valencia
	421	$1Tablet
	422	Pad $1
	423	G'zOne Ravine
	424	G'zOne Commando
	425	G'zOne Commando 4G LTE
	426	B15Q
	427	Touch Tablet Neo2
	428	CT$1
	429	8190Q
	430	8295
	431	Talk 8
	432	Talk 79
	433	Talk 9X
	434	XCD35
	435	S4505M
	436	AirTab $1
	437	TA10CA3
	438	TR10CS1
	439	TM105A
	440	TM105
	441	MK$1
	442	Xperia X10 mini pro
	443	Xperia neo V
	444	Xperia neo
	445	Xperia Sola
	446	Xperia pro
	447	Xperia mini
	448	Xperia active
	449	Xperia ray
	450	Xperia mini pro
	451	Aspen
	452	Xperia PLAY
	453	Live with Walkman
	454	Jalou
	455	Naite
	456	Cedar
	457	Elm
	458	Hazel
	459	Aino
	460	Yari
	461	Satio
	462	Vivaz
	463	Vivaz pro
	464	Zylo
	465	Spiro
	466	Yendo
	467	W960
	468	Mix Walkman
	469	Xperia P
	470	Xperia V
	471	Xperia SL
	472	Xperia S
	473	Xperia arco
	474	Xperia arco HD
	475	Xperia arco S
	476	Xperia ion
	477	Xperia TX
	478	Xperia T LTE
	479	Xperia T
	480	Xperia tipo dual
	481	Xperia tipo
	482	Xperia miro
	483	Xperia U
	484	Xperia J
	485	Xperia go
	486	Xperia E4
	487	Xperia E4G
	488	Xperia M2 Aqua
	489	Xperia M4 Aqua
	490	Xperia M5
	491	Xperia C3 Dual
	492	Xperia C3
	493	Xperia T3
	494	Xperia Z3 Compact
	495	Xperia Z3
	496	Xperia Z3 Dual
	497	Xperia Z3+
	498	Xperia Z5 Compact
	499	Xperia Z5
	500	Xperia Z5 Dual
	501	Xperia Z5 Premium
	502	Xperia XA
	503	Xperia E5
	504	Xperia A
	505	Xperia GX
	506	Xperia SX
	507	Xperia X
	508	Blu-ray Player
	509	LinkBox
	510	Everpad $1
	511	ActiveD 7.4 3G
	512	ActiveD 8.2 3G
	513	CinemaTV 3G
	514	Informer $1
	515	Surfer $1
	516	sQuad $1
	517	Onliner $1
	518	Atlant
	519	InFocus M$1
	520	Arrows NX F-01F
	521	Arrows X F-02E
	522	Arrows X LTE F-05D
	523	Arrows NX F-06E
	524	F-08D Disney Mobile
	525	Raku-Raku Smartphone Premium F-09E
	526	F-12C
	527	Arrows Tab F-02F
	528	Arrows Tab F-05E
	529	GN810
	530	GN$1
	531	V188S
	532	V188
	533	Dream D1
	534	VAP430
	535	VTAB1008
	536	QUANTUM $1
	537	INSIGNIA 785 PRO
	538	QUANTUM 700N
	539	TAB $1
	540	Chromecast
	541	W$1
	542	Sero 7
	543	Sero 7 Pro
	544	Sero 8
	545	HLV-T$1
	546	U$1
	547	Ideos X2
	548	Ideos X3
	549	Fusion 2
	550	Ideos X5
	551	Ascend G300
	552	Honor
	553	Ascend P1
	554	Ascend D1
	555	Honor 2
	556	Honor 4X
	557	Honor Play 4C
	558	G621
	559	Honor 3C
	560	Honor 4A
	561	Honor 5X
	562	Honor 4C
	563	Honor 6
	564	Honor Y6
	565	Honor 7
	566	Honor 7 Lite
	567	Honor Tablet Note
	568	MediaPad T1 10
	569	Ascend Mate $1
	570	Elektra M
	571	Elektra L
	572	Elektra XL
	573	Elektra XXL
	574	Neon $1
	575	Sygnus
	576	Deox
	577	i-Call $1
	578	V3C
	579	V3-E
	580	V3 Plus
	581	V7A
	582	i-Style $1
	583	IQ $1
	584	Tornado 348
	585	Slim Tab $1
	586	Cavion Base $1
	587	CORE 10.1 DUAL 3G
	588	Elegance 5.0
	589	$2 $3
	590	Milano
	591	Le Pan Mini
	592	TC970 $1
	593	Le Pan $1
	594	G780
	595	IdeaTab A7-40
	596	IdeaTab A7-50
	597	IdeaTab A8-50
	598	IdeaTab A10-70
	599	Tab 2 A10-30
	600	Yoga Tab 3
	601	TAB3 7 Essential
	602	Yoga Tablet 10
	603	Yoga Tablet 8
	604	Yoga 3 Pro
	605	Yoga Tab 3 8
	606	ThinkPad Tablet $1
	607	ThinkPad Tablet$1
	608	IdeaPad $1
	609	TAB 2 A7-30
	610	TAB 2 A$1
	611	Yoga Tablet$1
	612	Optimus L7II
	613	Optimus LTE L-01D
	614	PRADA phone L-02D
	615	Optimus Bright L-07C
	616	G Pad 8.0
	617	G Pad 8.3
	618	G Pad 10.1
	619	G Pad II 10.1
	620	WebOS TV
	621	Tab$1
	622	Crono $1
	623	SmartPad 750 3G
	624	SmartPad 970 S2 3G
	625	SmartPad 970 S2
	626	SmartPad 8.0 Mobile
	627	SmartPad 9.7 Mobile
	628	SmartPad 7.0 Go
	629	SmartPad 8.0 S2
	630	SmartPad 8.0 S2 3G
	631	SmartPad $1 S2
	632	SmartPad 875 S2 3G
	633	SmartPad 10.1 S2
	634	SmartPad 10.1 S2 3G
	635	SmartPad 8.0 S4
	636	SmartPad 8.0 S4 3G
	637	SmartPad 9.7 S4 3G
	638	SmartPad 10.1 S4
	639	SmartPad 10.1 HD S4 3G
	640	SmartPad 10.1 S4 3G
	641	SmartPad 8.0 HD Pro 3G
	642	SmartPad 10.1 HD Pro
	643	SmartPad 10.1 HD Pro 3G
	644	SmartPad 8.0 HD iPro$1 3G
	645	SmartPad 7.0 Mobile
	646	SmartPad 7.0 S2 3G
	647	SmartPad Mini Mobile
	648	PhonePad Duo G550
	649	PhonePad Duo G530
	650	PhonePad Duo G700
	651	PhonePad Duo S531
	652	PhonePad Duo S550
	653	PhonePad Duo S650
	654	PhonePad Duo S551U
	655	PhonePad Duo G500
	656	PhonePad Duo S500
	657	PhonePad Duo X$1U
	658	PhonePad Duo G$1
	659	PhonePad Duo S$1
	660	SmartPad $1
	661	M2 Note
	662	M$1 Note
	663	M2
	664	MX2
	665	MX3
	666	MX4 Pro
	667	MX4
	668	SlidePad NG$1
	669	SlidePad 704$1
	670	Xpress Smartlife M785
	671	X1010
	672	Xpress Smartlife 800P31C
	673	Xpress Smartlife 800P32C
	674	Xpress Smartlife 101P51C
	675	Primo 76
	676	Primo 91
	677	Enjoy 7 Plus
	678	Xino Z$1 X$2
	679	FreeTab $1
	680	FreeWay Tab $1
	681	MyTab $1
	682	MyTab 10 II
	683	Cube LTE
	684	Tablet$1
	685	NeoTV Prime
	686	Premium 8 HD
	687	Premium 9
	688	Premium 10 Hi
	689	8 HD
	690	Premium 7
	691	Next $1
	692	Find Way S
	693	Find 5
	694	Find 7
	695	R1L
	696	R1S
	697	Find Guitar
	698	R5
	699	Find Melody
	700	Piano
	701	Find Clover
	702	Find Muse
	703	Find 5 Mini
	704	Neo 5
	705	Neo 3
	706	Neo
	707	N3
	708	N1 Mini
	709	N1T
	710	R$1
	711	Iusai $1
	712	Livebox Play
	713	Sego
	714	FunTab $1
	715	Vertis Yard
	716	Vertis $1
	717	Qualcore 1010
	718	P902i
	719	Eon Prix
	720	Quadra 7 UltraSlim
	721	Monster X5
	722	Quadra $1
	723	Android TV
	724	Blu-ray Player (BDP$1)
	725	NetTV Series
	726	R1
	727	F$1
	728	HDMI Smart TV Dongle
	729	Mini PC HDMI Dongle
	730	Mobii Phone 5045
	731	ONYX 506 Navi
	732	ONYX 507 Navi
	733	ONYX 527S
	734	ONYX 547 Navi
	735	ProTab 26 XXL IPS
	736	ProTab 25XXL
	737	Mobii 1015
	738	ProTab $1
	739	Mobii $1
	740	PLT$1
	741	RCT$1
	742	Digital Video Player
	743	Home Sync
	744	SMT-E5015
	745	GALAXY Note 8.0"
	746	GALAXY Note 8.0" WiFi
	747	GALAXY Note 8.0" LTE
	748	GALAXY Note 10.1"
	749	GALAXY Note 10.1" WiFi
	750	GALAXY Note 10.1" LTE
	751	GALAXY NotePRO 12.2"
	752	GALAXY Tab 8.0" LTE
	753	GALAXY Tab 4 10.1" LTE
	754	GALAXY Tab S 8.4" WiFi
	755	GALAXY Tab S 8.4" LTE
	756	GALAXY Tab S 10.5" WiFi
	757	GALAXY Tab S 10.5" LTE
	758	GALAXY Tab S2
	759	GALAXY Chat
	760	GALAXY Y Pro
	761	GALAXY Y Pro Duos
	762	GALAXY Pro
	763	GALAXY Spica
	764	GALAXY Apollo
	765	GALAXY 3
	766	Omnia II
	767	GALAXY W
	768	GALAXY Ace 2
	769	GALAXY S III mini
	770	GALAXY S III mini Value Edition
	771	GALAXY Core
	772	H1
	773	GALAXY Beam
	774	GALAXY Win
	775	GALAXY Core Advance
	776	GALAXY Express
	777	GALAXY S
	778	GALAXY S Plus
	779	GALAXY SL
	780	GALAXY S Giorgio Armani
	781	GALAXY S Advance
	782	GALAXY S II WiMAX
	783	GALAXY R
	784	GALAXY S II Plus
	785	GALAXY S4 mini
	786	GALAXY S4 ACTIVE
	787	GALAXY S III
	788	GALAXY S III LTE
	789	GALAXY S4 with LTE+
	790	GALAXY STAR
	791	GALAXY POCKET Plus
	792	GALAXY POCKET Neo
	793	GALAXY Y Hello Kitty
	794	GALAXY Young
	795	GALAXY Young DUOS
	796	GALAXY FAME Lite with NFC
	797	GALAXY FAME
	798	GALAXY ACE 3
	799	GALAXY Trend Lite
	800	GALAXY ACE Plus
	801	GALAXY Trend
	802	GALAXY S DUOS
	803	GALAXY Trend Plus
	804	GALAXY DUOS 2
	805	GALAXY Xcover 2
	806	Wave
	807	Wave II
	808	Wave 3
	809	Wave Y
	810	Wave M
	811	Wave 525
	812	Wave 533
	813	Wave 578
	814	Wave 723
	815	GALAXY S5 mini
	816	GALAXY S5 Neo
	817	GALAXY S6
	818	GALAXY S7 edge
	819	GALAXY Stellar
	820	GALAXY Style Duos
	821	GALAXY Discover
	822	GALAXY Centura
	823	Vollo Vi86
	824	GALAXY Grand Neo
	825	GALAXY Grand Neo Duos
	826	GALAXY Grand
	827	GALAXY Grand Neo+
	828	GALAXY Grand Duos
	829	GALAXY Note II
	830	GALAXY Note II LTE
	831	GALAXY Grand 2
	832	GALAXY Note 3 Neo Duos
	833	GALAXY Note 3 Neo
	834	GALAXY Note 4
	835	GALAXY Note 4 Edge
	836	GALAXY Note 5
	837	GALAXY Note 5 Duos
	838	GALAXY Mega 5.8
	839	GALAXY Mega 6.3
	840	GALAXY Note 7
	841	E2152
	842	Element 7 V3
	843	Element 7 V2 Basic
	844	Element 7 V2
	845	Element 8 V3
	846	Element 8 V2
	847	Element 8
	848	Element 9.7 V3
	849	Element 9.7 V2
	850	Element 9.7
	851	Element 10.1
	852	Element P$1
	853	Andromax Tab 7.0
	854	Andromax V3s
	855	Andromax T
	856	Andromax C2
	857	Andromax i3
	858	Andromax i3s
	859	Andromax G2 Hot
	860	Andromax G2
	861	Andromax I
	862	New Andromax I
	863	Andromax $1
	864	Primo $1
	865	QM734-2
	866	QM734-8G
	867	QM735-8G
	868	QM736-8G (HD)
	869	3G 8950
	870	Tlink$1
	871	Every$1
	872	MOMO mini S
	873	MOMO $1
	874	Pro4611
	875	Agate
	876	ProV350
	877	Pro$1
	878	MultiPad Ranger 7.0 3G
	879	MultiPad Ranger 8.0 3G
	880	$1 Tab
	881	Ice
	882	Note 3
	883	Fire TV
	884	Fire TV stick
	885	Fire HD 6
	886	Fire HD 7
	887	Fire HDX 8.9
	888	Fire HDX 8.9 4G
	889	Fire Phone
	890	Ignis $1
	891	Hudl $1
	892	Op3n Dott
	893	TAB $1 3G V8
	894	TAB 9 3G V8
	895	TAB 9 3G
	896	TAB 10 3G V16
	897	MINITAB 3G V
	898	Phablet 4 C
	899	Phablet 4 S
	900	Phablet 4.5Q
	901	Phablet 5 S
	902	Phablet 5.3 Q
	903	Phablet 5.5 Q REVERSE
	904	Phablet 6 S
	905	QOOQ
	906	M910A
	907	V500
	908	ViewPhone $1
	909	VT75C
	910	Smart Mini
	911	Smart 3
	912	Smart 4 Mini
	913	Smart 4 Turbo
	914	Smart 4 Power
	915	Smart Chat
	916	Smart Tab 3G
	917	Smart Tab 4G
	918	Smart Tab 7
	919	Smart Tab 10
	920	Smart Tab II 7
	921	Smart Tab II 10
	922	Smart Tab III 7
	923	Smart Tab III 10
	924	Primo Walpad $1
	925	ZEN 4.5
	926	ZEN 4.7
	927	ZEN 5
	928	TAB 10Q
	929	Highway $1
	930	Highway$1
	931	Iggy
	932	Ridge
	933	Ridge Fab 4G
	934	Ridge 4G
	935	Rainbow 4G
	936	Birdy
	937	Bloom
	938	Jimmy
	939	Getaway
	940	Goa
	941	Kite
	942	Lenny
	943	Lenny 2
	944	Slide
	945	Sunset
	946	Wax
	947	Hongmi 4G
	948	Hongmi 1S
	949	Hongmi 2 4G
	950	Hongmi
	951	MI 3
	952	MI 4C
	953	Redmi Note $1
	954	Redmi $1
	955	MI Note $1
	956	HM Note $1
	957	HM $1
	958	Luna 7
	959	Luna 7c
	960	Luna 10
	961	Luna 10c
	962	Noble 9.7
	963	Noble 10.1
	964	Noble Mini
	965	Xenta 7c
	966	Xenta 7ic
	967	Xenta 8ic
	968	Xenta 8c
	969	Xenta 9.7ic
	970	Xenta 9.7ic+
	971	Xenta 10ic
	972	Xenta 13c
	973	LA2-T
	974	Regza T-01C
	975	Regza T-01D
	976	Regza T-02D
	977	Regza IS04
	978	Regza IS11T
	979	Regza AT1S0
	980	Regza AT300SE
	981	Regza AT500a
	982	Regza AT$1
	983	Excite AT10-A
	984	Panorama
	985	Victory
	986	Dynamic
	987	Jazz
	988	Whizz
	989	Pride
	990	Firebird
	991	Marathon
	992	Turbo
	993	Evoke
	994	Glory
	995	Era Nano 1
	996	Era Nano 5
	997	Era Nano 3
	998	Energy
	999	Radiance
	1000	Miracle
	1001	Miracle 2
	1002	Trend
	1003	Diamond 2
	1004	Genius
	1005	Magic
	1006	Era Life 1
	1007	Chic
	1008	Pronto
	1009	Horizon
	1010	Horizon 2
	1011	Vista
	1012	Ego Vision 1
	1013	Evo Tech 1
	1014	Era Life 2
	1015	Energy 3
	1016	Spark
	1017	Era Nano 6
	1018	Phoenix
	1019	Energy 2
	1020	Coral
	1021	Evo Chic 3
	1022	Evo Tech 3
	1023	Era Style 3
	1024	Era Nano 4
	1025	Evo Energy 5
	1026	IQ$1
	1027	Web TV
	1028	V5S
	1029	V5 Max
	1030	Imperial
	1031	V5
	1032	Wrap 4G
	1033	Wrap Sync
	1034	Boost Max
	1035	Boost Max+
	1036	Vital
	1037	Nubia Z5 mini
	1038	Nubia Z5S mini
	1039	Nubia Z5S
	1040	Nubia Z7
	1041	Nubia Z7 mini
	1042	Nubia Z7 max
	1043	Nubia Z9
	1044	Nubia Z9 mini
	1045	Nubia Z9 max
	1046	Nubia My Prague
	1047	Nubia X6
	1048	V5 Red Bull
	1049	Grand Memo
	1050	Blade S6
	1051	Midnight
	1052	AxonPhone $1
	1053	One
	1054	Two
	1055	X
	1056	Staraddict 4
	1057	U11
	1058	One M9
	1059	Bolt
	1060	Lumia 532
	1061	Lumia 640 XL
	1062	Lumia 535
	1063	Lumia 430
	1064	Lumia 640
	1065	Lumia 435
	1066	Lumia 550
	1067	Lumia 540
	1068	Lumia 650
	1069	Lumia $1
	1070	2
	1071	3
	1072	6
	1073	7
	1074	BlackBerry DTEK60
	1075	KEYone
	1076	Aurora
	1077	Motion
	1078	KEY2 LE
	1079	KEY2
	1080	KEY2 Silver
	1081	KEY2 Black
	1082	Evolve
	1083	Evolve X
	1084	BlackBerry Priv
	1085	BlackBerry DTEK50
	1086	iPhone 7
	1087	iPhone 7 Plus
	1088	iPhone 8
	1089	iPhone 8 Plus
	1090	iPhone X
	1091	iPad Mini 4
	1092	iPad 5
	1093	iPad Pro 2 12.9
	1094	iPad Pro 10.5
	1095	iPad 6
	1096	iPad $1
	1097	Canvas Juice 2
	1098	Canvas 5
	1099	Canvas Tab
	1100	Canvas Mega
	1101	Bolt Selfie
	1102	Canvas Mega 2
	1103	Qoo! P-Pad
	1104	Qoo! Q-Pad
	1105	Qoo! Surf
	1106	Surf TS1009B
	1107	Qoo! Lite
	1108	Qoo! Meta
	1109	Qoo! Q-Book
	1110	T700i 3G
	1111	People
	1112	S1 X
	1113	S1
	1114	Rio S
	1115	Rio Pro
	1116	Rio
	1117	Heat $1
	1118	Hot $1
	1119	Trace Pro
	1120	Crystal
	1121	Discovery
	1122	Tau
	1123	Delta
	1124	Easy
	1125	Space
	1126	A554 Grand
	1127	Slim 3G
	1128	NP104 3G
	1129	Iconia Tab 10
	1130	Iconia One 7
	1131	Iconia Talk 7
	1132	Iconia One 8
	1133	Vangogh
	1134	Picasso E
	1135	Picasso
	1136	Liquid Mini
	1137	Liquid Express
	1138	Liquid E1 Duo
	1139	Liquid E2 Duo
	1140	Liquid Z110
	1141	Liquid Z5 Duo
	1142	Liquid Z4 Duo
	1143	Liquid Jade Z
	1144	Liquid Z530
	1145	Liquid Z630
	1146	Liquid Z630S
	1147	Liquid Zest
	1148	Liquid Zest 4G
	1149	Liquid Zest Plus
	1150	I Lite i7U
	1151	S5E NXT
	1152	I$1
	1153	I4U
	1154	Intro
	1155	Hollogram HL6246
	1156	Hollogram $1
	1157	AW790
	1158	M300
	1159	iLike
	1160	Glory $1
